ident,express,id,time,cumtime,e,i,button,filename,evaluation,stopRT,choiceRT,maskNum,maskList,#
0,0,8,2015-11-10 13:04:17,135.41817,0.0,0.0,hap,img/f_hap_cut.png,HIT,23268.0,25732.0,24.0,40-36-26-44-1-28-35-19-27-45-7-30-25-4-24-39-47-2-38-8-0-43-14-29,8.0
0,0,22,2015-11-10 13:09:12,430.63463,0.0,0.0,hap,img/f_hap_cut.png,HIT,14231.0,16519.0,15.0,35-3-2-32-24-14-19-44-47-11-26-5-28-43-4,22.0
0,0,28,2015-11-10 13:10:50,528.35255,0.0,0.0,hap,img/f_hap_cut.png,HIT,6288.0,7976.0,7.0,25-42-46-30-18-37-29,28.0
0,0,46,2015-11-10 13:14:31,750.02311,0.0,0.0,hap,img/f_hap_cut.png,HIT,14212.0,16340.0,15.0,40-23-6-18-43-44-34-8-20-26-25-33-17-13-42,46.0
0,0,56,2015-11-10 13:17:35,934.03828,0.0,0.0,hap,img/f_hap_cut.png,HIT,6783.0,7855.0,7.0,26-0-25-15-39-14-13,56.0
0,0,81,2015-11-10 13:22:57,1256.16068,0.0,0.0,hap,img/f_hap_cut.png,HIT,10978.0,11874.0,11.0,7-18-47-26-38-12-33-15-1-22-2,81.0
0,0,91,2015-11-10 13:25:08,1386.28526,0.0,0.0,hap,img/f_hap_cut.png,HIT,2857.0,3977.0,3.0,3-34-6,91.0
0,0,105,2015-11-10 13:28:46,1604.89297,0.0,0.0,hap,img/f_hap_cut.png,HIT,9668.0,10972.0,10.0,47-2-40-26-25-33-9-44-34-38,105.0
0,0,114,2015-11-10 13:31:00,38.54708,0.0,0.0,hap,img/f_hap_cut.png,HIT,6723.0,7867.0,7.0,0-33-19-30-22-42-10,114.0
0,0,129,2015-11-10 13:34:27,245.15538,0.0,0.0,hap,img/f_hap_cut.png,HIT,3223.0,5359.0,4.0,32-46-37-22,129.0
0,0,143,2015-11-10 13:37:25,423.66984,0.0,0.0,hap,img/f_hap_cut.png,HIT,5865.0,6705.0,6.0,9-7-11-42-2-13,143.0
0,0,155,2015-11-10 13:39:31,549.40341,0.0,0.0,hap,img/f_hap_cut.png,HIT,8156.0,9796.0,9.0,47-31-26-40-43-27-35-11-25,155.0
0,0,173,2015-11-10 13:42:32,730.32446,0.0,0.0,hap,img/f_hap_cut.png,HIT,16592.0,18144.0,17.0,31-18-32-4-5-47-28-7-24-0-15-33-46-26-20-41-27,173.0
0,0,194,2015-11-10 13:47:06,1004.9477,0.0,0.0,hap,img/f_hap_cut.png,HIT,2894.0,3734.0,3.0,10-4-23,194.0
0,0,208,2015-11-10 13:49:56,1174.71216,0.0,0.0,hap,img/f_hap_cut.png,HIT,2322.0,5553.0,3.0,0-13-37,208.0
0,0,223,2015-11-10 13:52:45,1343.3677,0.0,0.0,hap,img/f_hap_cut.png,HIT,4092.0,5868.0,5.0,15-16-29-34-0,223.0
0,1,6,2015-11-10 13:03:54,112.38695,1.0,0.0,fea,img/f_sad_cut.png,ERR,13439.0,15222.0,14.0,25-31-22-26-36-24-44-10-30-46-3-42-34-12,6.0
0,1,18,2015-11-10 13:07:53,351.25999,1.0,0.0,fea,img/f_sad_cut.png,ERR,22879.0,24879.0,23.0,33-46-47-15-9-24-44-14-0-32-28-22-42-16-13-37-27-26-18-25-8-20-23,18.0
0,1,30,2015-11-10 13:11:08,546.80558,1.0,0.0,fea,img/f_sad_cut.png,ERR,8744.0,11336.0,9.0,34-47-22-11-19-4-21-15-8,30.0
0,1,53,2015-11-10 13:16:36,874.55369,1.0,0.0,fea,img/f_sad_cut.png,ERR,27972.0,30004.0,28.0,6-9-29-32-33-12-41-1-34-4-37-23-36-16-31-18-0-43-15-38-3-8-20-45-39-24-44-21,53.0
0,1,62,2015-11-10 13:18:52,1010.86536,1.0,0.0,fea,img/f_sad_cut.png,ERR,14393.0,16249.0,15.0,25-43-3-28-36-37-30-47-5-42-7-40-35-34-9,62.0
0,1,79,2015-11-10 13:22:33,1232.09857,1.0,0.0,fea,img/f_sad_cut.png,ERR,9155.0,10803.0,10.0,33-34-32-31-30-18-12-29-15-45,79.0
0,1,89,2015-11-10 13:24:40,1358.426,1.0,0.0,fea,img/f_sad_cut.png,ERR,12138.0,14258.0,13.0,13-33-20-27-28-47-8-29-23-26-11-19-25,89.0
0,1,98,2015-11-10 13:26:31,1469.40964,1.0,0.0,dis,img/f_sad_cut.png,ERR,21788.0,22980.0,22.0,12-20-31-4-37-9-16-7-8-11-17-1-32-18-19-39-23-0-21-33-25-35,98.0
0,1,113,2015-11-10 13:30:41,19.25103,1.0,0.0,fea,img/f_sad_cut.png,ERR,17253.0,19045.0,18.0,46-9-8-40-14-38-27-24-7-33-31-15-2-4-18-21-25-36,113.0
0,1,139,2015-11-10 13:36:21,359.52942,1.0,0.0,dis,img/f_sad_cut.png,ERR,19694.0,20950.0,20.0,39-32-46-7-25-3-8-12-24-0-5-17-34-23-31-33-15-22-19-27,139.0
0,1,142,2015-11-10 13:37:16,414.43574,1.0,0.0,fea,img/f_sad_cut.png,ERR,6942.0,9006.0,7.0,30-9-43-31-10-25-38,142.0
0,1,160,2015-11-10 13:40:07,585.59223,1.0,0.0,fea,img/f_sad_cut.png,ERR,13556.0,15564.0,14.0,42-41-5-39-1-46-21-8-11-24-45-2-25-26,160.0
0,1,168,2015-11-10 13:41:33,671.9967,1.0,0.0,sup,img/f_sad_cut.png,ERR,7010.0,8650.0,8.0,0-14-26-23-6-2-33-41,168.0
0,1,182,2015-11-10 13:44:13,831.26116,1.0,0.0,sad,img/f_sad_cut.png,HIT,14165.0,16093.0,15.0,18-7-19-11-3-20-2-16-13-8-43-4-26-0-41,182.0
0,1,207,2015-11-10 13:49:37,1155.41533,1.0,0.0,sad,img/f_sad_cut.png,HIT,17189.0,19076.0,18.0,46-5-12-20-3-19-35-9-42-0-44-8-15-7-23-33-10-26,207.0
0,1,221,2015-11-10 13:52:21,1319.80539,1.0,0.0,fea,img/f_sad_cut.png,ERR,6004.0,8035.0,7.0,26-39-27-13-46-22-5,221.0
0,2,0,2015-11-10 13:02:01,0.0,2.0,0.0,ang,img/f_ang_cut.png,HIT,8890.0,12554.0,9.0,33-47-38-43-25-30-35-42-11,0.0
0,2,19,2015-11-10 13:08:18,376.3853,2.0,0.0,ang,img/f_ang_cut.png,HIT,15795.0,18555.0,16.0,43-23-10-6-22-15-1-20-2-36-45-27-4-19-21-39,19.0
0,2,34,2015-11-10 13:11:52,590.28994,2.0,0.0,ang,img/f_ang_cut.png,HIT,5210.0,7338.0,6.0,14-17-2-29-9-0,34.0
