ident,express,id,time,cumtime,e,i,button,filename,evaluation,stopRT,choiceRT,maskNum,maskList,#
0,0,2,2015-11-02 08:06:36,33.91151,0.0,0.0,hap,img/f_hap_cut.png,HIT,5896.0,8073.0,6.0,13-5-40-17-16-26,2.0
0,0,15,2015-11-02 08:10:17,254.66997,0.0,0.0,hap,img/f_hap_cut.png,HIT,11800.0,12984.0,12.0,3-12-6-28-20-1-32-5-45-19-29-43,15.0
0,0,34,2015-11-02 08:15:53,590.95958,0.0,0.0,hap,img/f_hap_cut.png,HIT,4363.0,5859.0,5.0,33-36-13-29-27,34.0
0,0,43,2015-11-02 08:19:16,793.54809,0.0,0.0,hap,img/f_hap_cut.png,HIT,13980.0,14940.0,14.0,30-20-15-28-17-40-14-43-41-22-11-47-7-21,43.0
0,0,68,2015-11-02 08:25:47,1184.22975,0.0,0.0,hap,img/f_hap_cut.png,HIT,10659.0,11987.0,11.0,14-3-44-7-47-4-39-24-22-12-35,68.0
0,0,83,2015-11-02 08:30:35,1472.96884,0.0,0.0,hap,img/f_hap_cut.png,HIT,2528.0,3993.0,3.0,24-21-29,83.0
0,0,91,2015-11-02 08:32:36,1593.37595,0.0,0.0,hap,img/f_hap_cut.png,HIT,13883.0,15027.0,14.0,19-28-23-26-4-15-47-46-42-25-16-17-8-29,91.0
0,0,108,2015-11-02 08:36:59,1856.26421,0.0,0.0,hap,img/f_hap_cut.png,HIT,9724.0,10794.0,10.0,18-15-8-5-12-2-0-7-4-13,108.0
0,0,113,2015-11-02 08:38:48,17.21683,0.0,0.0,hap,img/f_hap_cut.png,HIT,8006.0,8950.0,8.0,17-3-0-16-12-30-20-34,113.0
0,0,129,2015-11-02 08:42:25,234.07748,0.0,0.0,hap,img/f_hap_cut.png,HIT,8077.0,9709.0,9.0,42-25-47-6-32-44-40-21-22,129.0
0,0,143,2015-11-02 08:45:54,443.48639,0.0,0.0,hap,img/f_hap_cut.png,HIT,3892.0,4940.0,4.0,22-40-8-21,143.0
0,0,158,2015-11-02 08:49:05,634.18428,0.0,0.0,hap,img/f_hap_cut.png,HIT,12111.0,13623.0,13.0,32-33-5-9-3-24-43-12-26-44-41-14-45,158.0
0,0,174,2015-11-02 08:52:28,836.86729,0.0,0.0,hap,img/f_hap_cut.png,HIT,3557.0,4645.0,4.0,22-3-21-12,174.0
0,0,192,2015-11-02 08:56:44,1092.92153,0.0,0.0,hap,img/f_hap_cut.png,HIT,15601.0,16745.0,16.0,19-31-20-42-41-33-34-44-40-8-23-47-11-38-26-21,192.0
0,0,205,2015-11-02 08:59:32,1261.15295,0.0,0.0,ntr,img/f_hap_cut.png,ERR,5909.0,6837.0,6.0,24-10-41-38-31-20,205.0
0,0,215,2015-11-02 09:01:28,1377.71419,0.0,0.0,hap,img/f_hap_cut.png,HIT,2865.0,3898.0,3.0,41-39-37,215.0
0,1,5,2015-11-02 08:06:56,53.8838,1.0,0.0,sad,img/f_sad_cut.png,HIT,16399.0,19135.0,17.0,1-29-14-42-28-39-46-25-8-15-5-21-33-47-24-26-45,5.0
0,1,23,2015-11-02 08:12:11,368.97366,1.0,0.0,sad,img/f_sad_cut.png,HIT,22554.0,24045.0,23.0,0-18-26-14-40-39-6-36-25-37-45-8-20-4-32-43-19-13-11-33-16-15-29,23.0
0,1,37,2015-11-02 08:17:00,657.09566,1.0,0.0,sad,img/f_sad_cut.png,HIT,10787.0,12307.0,11.0,31-26-8-14-35-6-47-10-29-34-25,37.0
0,1,45,2015-11-02 08:19:39,816.96311,1.0,0.0,sad,img/f_sad_cut.png,HIT,10264.0,11889.0,11.0,2-16-10-44-28-40-31-17-19-15-1,45.0
0,1,59,2015-11-02 08:23:23,1040.95602,1.0,0.0,sad,img/f_sad_cut.png,HIT,28798.0,32150.0,29.0,43-21-47-3-46-39-7-22-18-2-11-8-26-14-40-16-20-32-30-10-24-6-0-45-42-41-23-34-31,59.0
0,1,76,2015-11-02 08:28:30,1347.54802,1.0,0.0,sad,img/f_sad_cut.png,HIT,12194.0,13834.0,13.0,0-5-3-30-47-25-17-20-15-9-31-21-1,76.0
0,1,92,2015-11-02 08:32:51,1608.70529,1.0,0.0,sad,img/f_sad_cut.png,HIT,19723.0,21027.0,20.0,22-12-16-46-24-13-1-5-34-3-47-37-20-29-38-35-9-23-25-8,92.0
