ident,express,id,time,cumtime,e,i,button,filename,evaluation,stopRT,choiceRT,maskNum,maskList,#
0,0,7,2016-01-21 11:04:31,108.01917,0.0,0.0,hap,img/f_hap_cut.png,HIT,10389.0,13061.0,11.0,45-33-32-40-42-4-17-34-43-23-3,7.0
0,0,18,2016-01-21 11:06:48,244.63488,0.0,0.0,hap,img/f_hap_cut.png,HIT,6873.0,8418.0,7.0,3-24-29-25-31-16-14,18.0
0,0,30,2016-01-21 11:10:39,476.03018,0.0,0.0,hap,img/f_hap_cut.png,HIT,9840.0,11160.0,10.0,16-25-3-6-24-33-23-35-13-22,30.0
0,0,44,2016-01-21 11:14:41,718.1051,0.0,0.0,hap,img/f_hap_cut.png,HIT,7981.0,8933.0,8.0,36-32-44-23-5-47-37-46,44.0
0,0,62,2016-01-21 11:20:03,1039.92871,0.0,0.0,hap,img/f_hap_cut.png,HIT,4952.0,5849.0,5.0,21-44-38-33-20,62.0
0,0,73,2016-01-21 11:22:49,1205.97452,0.0,0.0,hap,img/f_hap_cut.png,HIT,4658.0,5842.0,5.0,11-2-29-25-14,73.0
0,0,95,2016-01-21 11:29:44,1621.23236,0.0,0.0,hap,img/f_hap_cut.png,HIT,8807.0,9879.0,9.0,7-46-8-18-12-2-36-37-34,95.0
0,0,106,2016-01-21 11:32:06,1762.79318,0.0,0.0,hap,img/f_hap_cut.png,HIT,4946.0,6042.0,5.0,38-13-17-1-11,106.0
0,0,122,2016-01-21 11:36:55,121.82927,0.0,0.0,hap,img/f_hap_cut.png,HIT,5920.0,7153.0,6.0,43-9-28-30-34-27,122.0
0,0,137,2016-01-21 11:40:26,333.7511,0.0,0.0,hap,img/f_hap_cut.png,HIT,6955.0,8059.0,7.0,16-40-39-14-34-12-45,137.0
0,0,148,2016-01-21 11:42:41,468.26458,0.0,0.0,hap,img/f_hap_cut.png,HIT,1404.0,3236.0,2.0,13-2,148.0
0,0,167,2016-01-21 11:47:47,774.71441,0.0,0.0,hap,img/f_hap_cut.png,HIT,3093.0,4741.0,4.0,47-26-13-41,167.0
0,0,169,2016-01-21 11:48:00,787.4871,0.0,0.0,hap,img/f_hap_cut.png,HIT,3812.0,4756.0,4.0,47-40-28-37,169.0
0,0,188,2016-01-21 11:52:08,1034.79313,0.0,0.0,hap,img/f_hap_cut.png,HIT,9032.0,10503.0,10.0,11-0-3-17-45-24-44-1-34-2,188.0
