,,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
p002,m,ang,-100.0,185.148514851,232.673267327,-4.9504950495,90.099009901,101.98019802,78.2178217822,78.2178217822,-100.0,-4.9504950495,30.6930693069,-100.0,-100.0,125.742574257,-100.0,6.93069306931,6.93069306931,-16.8316831683,-4.9504950495,30.6930693069,101.98019802,-100.0,-16.8316831683,-100.0,-4.9504950495,-16.8316831683,208.910891089,197.02970297,-100.0,6.93069306931,30.6930693069,-100.0,-100.0,-100.0,-100.0,-16.8316831683,101.98019802,-16.8316831683,6.93069306931,-100.0,-4.9504950495,-100.0,-100.0,-100.0,-16.8316831683,-100.0,208.910891089,-4.9504950495
p002,m,dis,-19.1578947368,122.315789474,-100.0,-19.1578947368,-100.0,-100.0,-19.1578947368,354.736842105,-100.0,102.105263158,-100.0,-100.0,-100.0,324.421052632,-100.0,-100.0,112.210526316,-100.0,-100.0,-100.0,-100.0,112.210526316,203.157894737,11.1578947368,102.105263158,11.1578947368,-100.0,-100.0,-100.0,11.1578947368,354.736842105,-100.0,21.2631578947,-100.0,11.1578947368,122.315789474,-100.0,112.210526316,-100.0,102.105263158,-100.0,-100.0,-100.0,203.157894737,-100.0,-100.0,-100.0,263.789473684
p002,m,fea,-29.4117647059,-100.0,17.6470588235,-21.568627451,1.96078431373,-68.6274509804,-5.88235294118,-37.2549019608,-84.3137254902,205.882352941,-5.88235294118,64.7058823529,64.7058823529,1.96078431373,-68.6274509804,-45.0980392157,-45.0980392157,9.80392156863,119.607843137,198.039215686,198.039215686,56.862745098,-13.7254901961,17.6470588235,135.294117647,-29.4117647059,-68.6274509804,56.862745098,-100.0,-100.0,80.3921568627,-100.0,-68.6274509804,72.5490196078,-13.7254901961,111.764705882,103.921568627,-100.0,-100.0,-100.0,-52.9411764706,-13.7254901961,-100.0,9.80392156863,-45.0980392157,-52.9411764706,9.80392156863,33.3333333333
p002,m,hap,154.205607477,-17.7570093458,-32.7102803738,-10.2803738318,-92.523364486,-92.523364486,-17.7570093458,-100.0,-25.2336448598,-17.7570093458,228.971962617,-92.523364486,42.0560747664,-17.7570093458,49.5327102804,-32.7102803738,49.5327102804,-92.523364486,-17.7570093458,64.4859813084,-32.7102803738,86.9158878505,273.831775701,-25.2336448598,116.822429907,-92.523364486,-100.0,116.822429907,19.6261682243,251.401869159,-17.7570093458,-92.523364486,-100.0,-92.523364486,-25.2336448598,176.635514019,-100.0,-100.0,-62.6168224299,49.5327102804,86.9158878505,-25.2336448598,-100.0,-100.0,-17.7570093458,-32.7102803738,-100.0,109.345794393
p002,m,ntr,-22.1238938053,-100.0,-100.0,-100.0,-100.0,20.3539823009,-100.0,69.9115044248,169.026548673,126.548672566,-100.0,-100.0,-50.4424778761,-29.203539823,69.9115044248,-100.0,-64.6017699115,41.592920354,-50.4424778761,55.7522123894,55.7522123894,-7.96460176991,126.548672566,-100.0,-22.1238938053,76.9911504425,147.787610619,-71.6814159292,62.8318584071,98.2300884956,-100.0,20.3539823009,91.1504424779,147.787610619,-78.7610619469,13.2743362832,-100.0,20.3539823009,-57.5221238938,-100.0,20.3539823009,154.867256637,-100.0,225.663716814,13.2743362832,-29.203539823,-100.0,55.7522123894
p002,m,sad,412.455516014,-100.0,-100.0,-100.0,139.145907473,-100.0,241.637010676,-100.0,-100.0,-100.0,-100.0,-14.590747331,139.145907473,-100.0,-100.0,70.8185053381,-100.0,-100.0,-14.590747331,-100.0,241.637010676,-100.0,-100.0,-14.590747331,-14.590747331,-14.590747331,361.209964413,-100.0,-100.0,275.800711744,-100.0,-100.0,-14.590747331,-14.590747331,617.43772242,275.800711744,-100.0,-100.0,-100.0,-100.0,-100.0,-14.590747331,241.637010676,-100.0,-100.0,-100.0,-100.0,-100.0
p002,m,sup,146.153846154,-100.0,43.5897435897,12.8205128205,135.897435897,-7.69230769231,12.8205128205,-100.0,74.358974359,-58.9743589744,-7.69230769231,-38.4615384615,53.8461538462,-58.9743589744,135.897435897,-38.4615384615,289.743589744,43.5897435897,64.1025641026,-38.4615384615,115.384615385,2.5641025641,43.5897435897,43.5897435897,-100.0,-100.0,-100.0,43.5897435897,115.384615385,53.8461538462,-58.9743589744,-58.9743589744,115.384615385,-100.0,-58.9743589744,2.5641025641,-17.9487179487,-100.0,-100.0,12.8205128205,-38.4615384615,-100.0,94.8717948718,-58.9743589744,-58.9743589744,-100.0,43.5897435897,-100.0
p003,f,ang,63.8225255973,-100.0,-42.662116041,104.778156997,211.262798635,-100.0,6.48464163823,-100.0,104.778156997,-100.0,96.5870307167,-1.70648464164,-1.70648464164,-18.0887372014,153.924914676,6.48464163823,-100.0,39.2491467577,80.204778157,112.969283276,47.4402730375,6.48464163823,-100.0,-18.0887372014,-100.0,-1.70648464164,96.5870307167,-9.8976109215,-83.6177474403,112.969283276,235.836177474,-59.0443686007,-100.0,-18.0887372014,-100.0,-100.0,47.4402730375,80.204778157,39.2491467577,-100.0,-100.0,-83.6177474403,-59.0443686007,96.5870307167,-9.8976109215,-59.0443686007,6.48464163823,-83.6177474403
p003,f,dis,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.66666666667,-100.0,134.666666667,-100.0,-100.0,-100.0,6.66666666667,6.66666666667,-100.0,-100.0,-100.0,6.66666666667,-100.0,476.0,156.0,-100.0,-100.0,-100.0,-100.0,177.333333333,-100.0,497.333333333,-100.0,6.66666666667,-100.0,6.66666666667,-100.0,198.666666667,6.66666666667,-100.0,241.333333333,-100.0,177.333333333,-100.0,497.333333333,-100.0,-100.0,134.666666667,6.66666666667,156.0
p003,f,fea,-100.0,-100.0,-31.4285714286,-100.0,311.428571429,-31.4285714286,-100.0,242.857142857,-31.4285714286,-31.4285714286,242.857142857,-31.4285714286,311.428571429,-100.0,-31.4285714286,242.857142857,-100.0,311.428571429,-31.4285714286,-31.4285714286,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,242.857142857,-100.0,-100.0,-100.0,242.857142857,-100.0,-100.0,242.857142857,-31.4285714286,242.857142857,242.857142857,-31.4285714286,-100.0,-100.0,-31.4285714286,-100.0,-100.0,-100.0,-100.0,-100.0,-31.4285714286,-100.0
p003,f,hap,-30.0121506683,-53.3414337789,39.9756986634,-100.0,-70.8383961118,80.8019441069,10.8140947752,-24.1798298906,39.9756986634,4.98177399757,-0.850546780073,-100.0,104.131227217,4.98177399757,-82.5030376671,-0.850546780073,-41.6767922236,-100.0,45.8080194411,-59.1737545565,-35.8444714459,80.8019441069,28.3110571081,-47.5091130012,-18.347509113,-53.3414337789,150.789793439,-76.6707168894,-70.8383961118,104.131227217,45.8080194411,39.9756986634,74.9696233293,-47.5091130012,109.963547995,255.771567436,-30.0121506683,-30.0121506683,-53.3414337789,-30.0121506683,-30.0121506683,-47.5091130012,4.98177399757,-47.5091130012,-35.8444714459,57.4726609964,-76.6707168894,109.963547995
p003,f,ntr,-42.091152815,60.8579088472,41.5549597855,2.9490616622,-42.091152815,47.9892761394,-22.7882037534,47.9892761394,28.6863270777,99.4638069705,60.8579088472,-74.2627345845,-54.9597855228,-3.48525469169,-29.2225201072,-87.1313672922,-22.7882037534,-100.0,80.1608579088,-35.6568364611,-22.7882037534,208.847184987,86.5951742627,-29.2225201072,-29.2225201072,-74.2627345845,28.6863270777,-3.48525469169,-87.1313672922,138.069705094,35.1206434316,-16.3538873995,-42.091152815,41.5549597855,15.81769437,-42.091152815,-3.48525469169,-61.3941018767,-100.0,144.504021448,-29.2225201072,-87.1313672922,2.9490616622,-48.5254691689,67.2922252011,-100.0,-100.0,150.938337802
p003,f,sad,40.7407407407,70.3703703704,-48.1481481481,122.222222222,62.962962963,62.962962963,11.1111111111,137.037037037,25.9259259259,18.5185185185,-77.7777777778,-92.5925925926,-100.0,-33.3333333333,85.1851851852,-40.7407407407,-3.7037037037,107.407407407,25.9259259259,-48.1481481481,-100.0,-100.0,85.1851851852,-33.3333333333,-92.5925925926,188.888888889,-33.3333333333,-92.5925925926,-48.1481481481,-92.5925925926,25.9259259259,-85.1851851852,40.7407407407,-11.1111111111,-48.1481481481,-85.1851851852,-48.1481481481,11.1111111111,-18.5185185185,188.888888889,25.9259259259,3.7037037037,25.9259259259,-3.7037037037,-25.9259259259,18.5185185185,-33.3333333333,11.1111111111
p003,f,sup,-100.0,-26.9035532995,135.532994924,-35.0253807107,-18.7817258883,46.192893401,-59.3908629442,127.411167513,-83.7563451777,-26.9035532995,-83.7563451777,-83.7563451777,-100.0,-26.9035532995,-35.0253807107,-100.0,-43.1472081218,70.5583756345,-100.0,5.58375634518,5.58375634518,200.507614213,-26.9035532995,5.58375634518,21.8274111675,-2.53807106599,-18.7817258883,-18.7817258883,-100.0,86.8020304569,-10.6598984772,-26.9035532995,-43.1472081218,5.58375634518,249.23857868,-35.0253807107,5.58375634518,-2.53807106599,-100.0,-35.0253807107,-10.6598984772,46.192893401,5.58375634518,-43.1472081218,143.654822335,-35.0253807107,111.16751269,159.898477157
p003,m,ang,29.2929292929,142.424242424,223.232323232,-83.8383838384,239.393939394,13.1313131313,-3.0303030303,-83.8383838384,-3.0303030303,-3.0303030303,-100.0,-100.0,-83.8383838384,-35.3535353535,-83.8383838384,-100.0,29.2929292929,-83.8383838384,61.6161616162,-100.0,-19.1919191919,29.2929292929,-100.0,352.525252525,13.1313131313,-35.3535353535,255.555555556,-83.8383838384,-35.3535353535,271.717171717,77.7777777778,-100.0,-100.0,-35.3535353535,126.262626263,-100.0,-35.3535353535,-19.1919191919,29.2929292929,29.2929292929,-100.0,-83.8383838384,-100.0,-83.8383838384,29.2929292929,-100.0,-19.1919191919,61.6161616162
p003,m,dis,113.672496025,144.197138315,-16.0572337043,14.4674085851,-0.794912559618,-54.213036566,-31.319554849,22.0985691574,106.041335453,-54.213036566,29.7297297297,-38.9507154213,-77.106518283,-77.106518283,-100.0,-77.106518283,-100.0,-77.106518283,-77.106518283,-100.0,-100.0,60.2543720191,106.041335453,37.3608903021,-100.0,44.9920508744,44.9920508744,37.3608903021,-8.42607313196,-31.319554849,113.672496025,-100.0,75.5166931638,205.246422893,113.672496025,-16.0572337043,98.4101748808,29.7297297297,-46.5818759936,37.3608903021,-100.0,-77.106518283,52.6232114467,75.5166931638,-77.106518283,-0.794912559618,-100.0,75.5166931638
p003,m,fea,130.4,-100.0,92.0,130.4,130.4,-100.0,-100.0,92.0,284.0,-100.0,-100.0,-61.6,130.4,92.0,-100.0,130.4,92.0,-100.0,-100.0,-100.0,-100.0,-61.6,92.0,-61.6,-100.0,322.4,130.4,92.0,-100.0,92.0,-100.0,-100.0,-61.6,130.4,-100.0,-61.6,92.0,-100.0,-100.0,-100.0,-100.0,-61.6,-100.0,322.4,-100.0,92.0,-100.0,-100.0
p003,m,hap,8.84353741497,-61.9047619048,-56.462585034,-100.0,36.0544217687,-61.9047619048,-100.0,-51.0204081633,85.0340136054,95.9183673469,-56.462585034,-12.925170068,-45.5782312925,46.9387755102,19.7278911565,-56.462585034,3.40136054422,36.0544217687,-56.462585034,-51.0204081633,-61.9047619048,-100.0,-100.0,3.40136054422,90.4761904762,30.612244898,-23.8095238095,63.2653061224,57.8231292517,74.1496598639,52.380952381,3.40136054422,-56.462585034,3.40136054422,-29.2517006803,30.612244898,74.1496598639,237.414965986,19.7278911565,85.0340136054,-100.0,14.2857142857,-67.3469387755,139.455782313,123.129251701,-61.9047619048,-100.0,-23.8095238095
p003,m,ntr,-100.0,-80.487804878,-60.9756097561,95.1219512195,-21.9512195122,309.756097561,-2.43902439024,-80.487804878,-21.9512195122,17.0731707317,-100.0,-21.9512195122,-80.487804878,114.634146341,-21.9512195122,36.5853658537,36.5853658537,-21.9512195122,-100.0,-21.9512195122,36.5853658537,114.634146341,-2.43902439024,-60.9756097561,-21.9512195122,17.0731707317,192.682926829,-100.0,-80.487804878,173.170731707,17.0731707317,134.146341463,-100.0,-2.43902439024,-100.0,192.682926829,192.682926829,-21.9512195122,-2.43902439024,-100.0,-60.9756097561,95.1219512195,-80.487804878,-21.9512195122,-21.9512195122,-80.487804878,-100.0,-80.487804878
p003,m,sad,-100.0,-100.0,-100.0,-100.0,-100.0,700.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,700.0,-100.0,700.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,700.0,-100.0,-100.0,700.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,700.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
p003,m,sup,-34.2465753425,-17.8082191781,113.698630137,56.1643835616,-1.3698630137,-100.0,72.602739726,-17.8082191781,-34.2465753425,-34.2465753425,-83.5616438356,-9.58904109589,-34.2465753425,113.698630137,138.356164384,64.3835616438,-17.8082191781,-1.3698630137,23.2876712329,-83.5616438356,23.2876712329,343.835616438,-17.8082191781,6.84931506849,-100.0,-34.2465753425,-17.8082191781,64.3835616438,-42.4657534247,-42.4657534247,105.479452055,-83.5616438356,-17.8082191781,-34.2465753425,97.2602739726,-34.2465753425,-34.2465753425,-83.5616438356,56.1643835616,121.917808219,-83.5616438356,23.2876712329,-100.0,-34.2465753425,-17.8082191781,-42.4657534247,-100.0,-34.2465753425
p004,f,ang,72.7506426735,41.9023136247,-75.3213367609,35.7326478149,41.9023136247,-38.3033419023,97.4293059126,60.411311054,-100.0,-1.2853470437,11.0539845758,-69.1516709512,-7.45501285347,-1.2853470437,17.2236503856,-62.9820051414,23.3933161954,-38.3033419023,-56.8123393316,-13.6246786632,-32.1336760925,66.5809768638,78.9203084833,-93.8303341902,-19.794344473,-32.1336760925,85.0899742931,-50.6426735219,-38.3033419023,11.0539845758,23.3933161954,-69.1516709512,-50.6426735219,-56.8123393316,103.598971722,60.411311054,-50.6426735219,54.2416452442,-100.0,-7.45501285347,-19.794344473,60.411311054,-19.794344473,85.0899742931,54.2416452442,23.3933161954,-25.9640102828,23.3933161954
p004,f,dis,-36.4705882353,-15.2941176471,76.4705882353,12.9411764706,-100.0,-100.0,34.1176470588,-100.0,-50.5882352941,34.1176470588,-50.5882352941,34.1176470588,-43.5294117647,83.5294117647,97.6470588235,238.823529412,-50.5882352941,-78.8235294118,-57.6470588235,-43.5294117647,12.9411764706,231.764705882,111.764705882,-100.0,-100.0,-8.23529411765,-36.4705882353,-8.23529411765,55.2941176471,97.6470588235,-36.4705882353,-43.5294117647,62.3529411765,48.2352941176,125.882352941,34.1176470588,27.0588235294,-43.5294117647,-100.0,12.9411764706,5.88235294118,-78.8235294118,-100.0,34.1176470588,-15.2941176471,-100.0,48.2352941176,-22.3529411765
