,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m
,ang,ang,ang,ang,ang,ang,ang,dis,dis,dis,dis,dis,dis,dis,fea,fea,fea,fea,fea,fea,fea,hap,hap,hap,hap,hap,hap,hap,ntr,ntr,ntr,ntr,ntr,ntr,ntr,sad,sad,sad,sad,sad,sad,sad,sup,sup,sup,sup,sup,sup,sup,ang,ang,ang,ang,ang,ang,ang,dis,dis,dis,dis,dis,dis,dis,fea,fea,fea,fea,fea,fea,fea,hap,hap,hap,hap,hap,hap,hap,ntr,ntr,ntr,ntr,ntr,ntr,ntr,sad,sad,sad,sad,sad,sad,sad,sup,sup,sup,sup,sup,sup,sup
,ang,dis,fea,hap,ntr,sad,sup,ang,dis,fea,hap,ntr,sad,sup,ang,dis,fea,hap,ntr,sad,sup,ang,dis,fea,hap,ntr,sad,sup,ang,dis,fea,hap,ntr,sad,sup,ang,dis,fea,hap,ntr,sad,sup,ang,dis,fea,hap,ntr,sad,sup,ang,dis,fea,hap,ntr,sad,sup,ang,dis,fea,hap,ntr,sad,sup,ang,dis,fea,hap,ntr,sad,sup,ang,dis,fea,hap,ntr,sad,sup,ang,dis,fea,hap,ntr,sad,sup,ang,dis,fea,hap,ntr,sad,sup,ang,dis,fea,hap,ntr,sad,sup
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p023,87.5,6.25,0.0,0.0,6.25,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,87.5,6.25,0.0,12.5,6.25,18.75,0.0,0.0,56.25,6.25,0.0,0.0,6.25,0.0,0.0,0.0,93.75,37.5,18.75,6.25,0.0,0.0,31.25,6.25,0.0,93.75,6.25,0.0,0.0,0.0,0.0,0.0,0.0,81.25,0.0,0.0,12.5,6.25,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.75,6.25,0.0,12.5,0.0,18.75,0.0,0.0,68.75,0.0,0.0,0.0,37.5,0.0,0.0,0.0,62.5
p024,100.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,81.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.25,0.0,0.0,0.0,18.75,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.75,6.25,0.0,0.0,0.0,50.0,0.0,6.25,37.5,6.25,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,81.25,0.0,0.0,0.0,0.0,0.0,6.25,0.0,87.5,0.0,0.0,0.0,6.25,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,18.75,0.0,75.0,6.25,0.0,0.0,0.0,18.75,0.0,6.25,56.25,18.75,0.0,18.75,0.0,0.0,0.0,0.0,81.25
p025,93.75,6.25,0.0,0.0,0.0,0.0,0.0,37.5,56.25,0.0,6.25,0.0,0.0,0.0,0.0,6.25,68.75,0.0,0.0,0.0,25.0,0.0,0.0,0.0,93.75,6.25,0.0,0.0,0.0,0.0,0.0,0.0,93.75,6.25,0.0,6.25,0.0,25.0,0.0,0.0,68.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,62.5,18.75,0.0,0.0,0.0,18.75,0.0,25.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,37.5,0.0,6.25,6.25,43.75,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,68.75,25.0,0.0,0.0,0.0,31.25,0.0,6.25,62.5,0.0,0.0,0.0,18.75,0.0,0.0,0.0,81.25
p026,87.5,6.25,0.0,6.25,0.0,0.0,0.0,18.75,81.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,6.25,0.0,6.25,68.75,6.25,6.25,0.0,75.0,12.5,0.0,0.0,0.0,6.25,0.0,0.0,93.75,0.0,0.0,12.5,0.0,12.5,0.0,18.75,56.25,0.0,0.0,0.0,12.5,0.0,0.0,0.0,87.5,62.5,12.5,0.0,0.0,0.0,25.0,0.0,12.5,81.25,0.0,0.0,0.0,6.25,0.0,0.0,0.0,62.5,0.0,6.25,0.0,31.25,0.0,0.0,12.5,87.5,0.0,0.0,0.0,6.25,0.0,0.0,0.0,75.0,18.75,0.0,0.0,0.0,31.25,0.0,0.0,31.25,37.5,0.0,0.0,25.0,0.0,0.0,0.0,75.0
p027,93.75,6.25,0.0,0.0,0.0,0.0,0.0,43.75,50.0,0.0,0.0,0.0,0.0,6.25,6.25,12.5,12.5,12.5,12.5,12.5,31.25,0.0,0.0,0.0,100.0,0.0,0.0,0.0,25.0,0.0,0.0,6.25,56.25,6.25,6.25,31.25,0.0,0.0,0.0,6.25,62.5,0.0,0.0,0.0,12.5,0.0,0.0,6.25,81.25,43.75,0.0,0.0,0.0,0.0,56.25,0.0,25.0,56.25,0.0,0.0,0.0,12.5,6.25,6.25,6.25,31.25,0.0,6.25,6.25,43.75,0.0,0.0,0.0,100.0,0.0,0.0,0.0,6.25,0.0,6.25,0.0,43.75,25.0,18.75,0.0,12.5,37.5,0.0,0.0,37.5,12.5,0.0,25.0,6.25,0.0,0.0,0.0,68.75
p028,87.5,12.5,0.0,0.0,0.0,0.0,0.0,25.0,75.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,37.5,6.25,0.0,0.0,31.25,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,18.75,0.0,62.5,18.75,0.0,25.0,0.0,25.0,0.0,6.25,43.75,0.0,0.0,0.0,43.75,0.0,0.0,0.0,56.25,93.75,6.25,0.0,0.0,0.0,0.0,0.0,12.5,87.5,0.0,0.0,0.0,0.0,0.0,6.25,6.25,62.5,0.0,6.25,0.0,18.75,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,75.0,12.5,0.0,25.0,6.25,18.75,0.0,0.0,43.75,6.25,0.0,6.25,6.25,0.0,0.0,0.0,87.5
p029,93.75,0.0,0.0,0.0,0.0,0.0,6.25,12.5,68.75,6.25,0.0,0.0,0.0,12.5,0.0,6.25,0.0,6.25,18.75,6.25,62.5,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,87.5,6.25,0.0,6.25,6.25,37.5,0.0,12.5,12.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,37.5,18.75,0.0,0.0,12.5,6.25,25.0,31.25,43.75,6.25,6.25,0.0,0.0,12.5,0.0,6.25,12.5,0.0,12.5,0.0,68.75,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.75,0.0,6.25,6.25,12.5,0.0,0.0,18.75,0.0,62.5,0.0,6.25,0.0,0.0,0.0,0.0,93.75
p030,81.25,18.75,0.0,0.0,0.0,0.0,0.0,43.75,56.25,0.0,0.0,0.0,0.0,0.0,18.75,0.0,12.5,0.0,0.0,12.5,56.25,0.0,0.0,0.0,100.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,81.25,6.25,0.0,37.5,6.25,12.5,0.0,18.75,25.0,0.0,0.0,0.0,18.75,0.0,6.25,0.0,75.0,62.5,6.25,12.5,0.0,0.0,18.75,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,6.25,18.75,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,37.5,50.0,0.0,12.5,12.5,43.75,0.0,6.25,18.75,6.25,0.0,25.0,6.25,0.0,0.0,0.0,68.75
p031,87.5,6.25,0.0,6.25,0.0,0.0,0.0,37.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.25,0.0,0.0,0.0,43.75,0.0,0.0,0.0,93.75,6.25,0.0,0.0,0.0,0.0,6.25,0.0,93.75,0.0,0.0,12.5,0.0,18.75,0.0,25.0,37.5,6.25,0.0,0.0,0.0,0.0,0.0,0.0,100.0,37.5,43.75,0.0,0.0,0.0,18.75,0.0,0.0,93.75,6.25,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,25.0,0.0,0.0,6.25,93.75,0.0,0.0,0.0,0.0,0.0,18.75,0.0,75.0,6.25,0.0,0.0,6.25,50.0,0.0,0.0,6.25,37.5,0.0,0.0,25.0,0.0,0.0,0.0,75.0
p032,93.75,6.25,0.0,0.0,0.0,0.0,0.0,12.5,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.25,0.0,12.5,0.0,56.25,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,93.75,0.0,0.0,12.5,0.0,6.25,0.0,25.0,56.25,0.0,0.0,0.0,6.25,0.0,0.0,0.0,93.75,68.75,0.0,0.0,0.0,6.25,25.0,0.0,6.25,93.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,12.5,6.25,43.75,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,75.0,12.5,0.0,0.0,0.0,81.25,0.0,12.5,6.25,0.0,0.0,6.25,6.25,0.0,0.0,0.0,87.5
p033,93.75,6.25,0.0,0.0,0.0,0.0,0.0,12.5,87.5,0.0,0.0,0.0,0.0,0.0,6.25,0.0,18.75,6.25,0.0,0.0,68.75,0.0,0.0,0.0,93.75,6.25,0.0,0.0,0.0,0.0,0.0,0.0,93.75,0.0,6.25,25.0,6.25,37.5,0.0,31.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,56.25,25.0,18.75,0.0,0.0,0.0,0.0,18.75,75.0,0.0,6.25,0.0,0.0,0.0,0.0,12.5,31.25,6.25,6.25,0.0,43.75,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,37.5,0.0,12.5,0.0,50.0,0.0,0.0,25.0,0.0,0.0,0.0,75.0
p034,87.5,6.25,6.25,0.0,0.0,0.0,0.0,18.75,81.25,0.0,0.0,0.0,0.0,0.0,18.75,0.0,50.0,0.0,0.0,0.0,31.25,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,93.75,0.0,0.0,43.75,0.0,25.0,6.25,6.25,18.75,0.0,0.0,0.0,18.75,0.0,0.0,6.25,75.0,68.75,12.5,6.25,0.0,0.0,12.5,0.0,0.0,87.5,6.25,0.0,0.0,6.25,0.0,6.25,0.0,37.5,0.0,0.0,12.5,43.75,0.0,6.25,0.0,87.5,0.0,6.25,0.0,0.0,0.0,0.0,6.25,62.5,31.25,0.0,12.5,6.25,18.75,0.0,0.0,56.25,6.25,6.25,6.25,6.25,0.0,0.0,0.0,81.25
p035,93.75,6.25,0.0,0.0,0.0,0.0,0.0,31.25,68.75,0.0,0.0,0.0,0.0,0.0,6.25,0.0,50.0,6.25,6.25,0.0,31.25,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,43.75,0.0,50.0,0.0,6.25,6.25,0.0,87.5,0.0,0.0,6.25,0.0,6.25,0.0,50.0,0.0,0.0,0.0,43.75,81.25,0.0,0.0,0.0,6.25,12.5,0.0,25.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.75,0.0,0.0,0.0,31.25,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,31.25,0.0,56.25,12.5,0.0,6.25,0.0,68.75,0.0,12.5,0.0,12.5,0.0,12.5,31.25,0.0,0.0,0.0,56.25
p036,87.5,12.5,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,62.5,0.0,0.0,0.0,25.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.25,18.75,0.0,6.25,0.0,6.25,0.0,18.75,68.75,0.0,0.0,0.0,31.25,0.0,6.25,0.0,62.5,31.25,37.5,0.0,0.0,0.0,31.25,0.0,0.0,93.75,0.0,0.0,0.0,6.25,0.0,0.0,0.0,75.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.75,56.25,0.0,0.0,18.75,18.75,0.0,0.0,50.0,12.5,0.0,0.0,18.75,0.0,0.0,0.0,81.25
p037,93.75,0.0,0.0,6.25,0.0,0.0,0.0,37.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,12.5,31.25,12.5,0.0,18.75,25.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,75.0,12.5,0.0,6.25,25.0,6.25,0.0,18.75,43.75,0.0,0.0,0.0,75.0,0.0,0.0,6.25,18.75,68.75,6.25,0.0,0.0,0.0,25.0,0.0,37.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,6.25,31.25,0.0,0.0,37.5,25.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.25,43.75,0.0,0.0,0.0,31.25,0.0,6.25,62.5,0.0,0.0,0.0,50.0,0.0,0.0,18.75,31.25
p038,81.25,18.75,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.75,0.0,0.0,6.25,25.0,0.0,0.0,0.0,93.75,6.25,0.0,0.0,0.0,0.0,6.25,0.0,87.5,0.0,6.25,12.5,0.0,6.25,0.0,6.25,75.0,0.0,0.0,0.0,18.75,0.0,0.0,0.0,81.25,93.75,0.0,0.0,0.0,6.25,0.0,0.0,6.25,93.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.75,0.0,0.0,0.0,6.25,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,68.75,18.75,0.0,6.25,6.25,68.75,0.0,0.0,12.5,6.25,0.0,0.0,6.25,0.0,0.0,0.0,93.75
p039,100.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,62.5,0.0,0.0,0.0,100.0,0.0,0.0,0.0,6.25,0.0,6.25,0.0,50.0,6.25,31.25,31.25,0.0,31.25,0.0,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,25.0,0.0,6.25,0.0,0.0,68.75,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,6.25,43.75,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.75,18.75,12.5,0.0,0.0,50.0,0.0,0.0,18.75,31.25,0.0,12.5,25.0,0.0,0.0,0.0,62.5
p040,100.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,81.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.75,0.0,0.0,0.0,31.25,0.0,0.0,0.0,100.0,0.0,0.0,0.0,6.25,0.0,25.0,0.0,62.5,0.0,6.25,6.25,0.0,31.25,0.0,18.75,43.75,0.0,0.0,0.0,6.25,0.0,0.0,0.0,93.75,18.75,12.5,31.25,0.0,6.25,31.25,0.0,25.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.75,0.0,0.0,6.25,25.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,81.25,6.25,6.25,0.0,0.0,37.5,0.0,6.25,18.75,37.5,0.0,12.5,6.25,0.0,0.0,0.0,81.25
p041,68.75,12.5,0.0,6.25,0.0,12.5,0.0,31.25,62.5,0.0,0.0,0.0,6.25,0.0,6.25,12.5,50.0,0.0,0.0,0.0,31.25,0.0,0.0,0.0,93.75,6.25,0.0,0.0,6.25,0.0,25.0,0.0,62.5,0.0,6.25,0.0,6.25,56.25,0.0,0.0,37.5,0.0,6.25,0.0,18.75,0.0,0.0,0.0,75.0,31.25,12.5,0.0,0.0,0.0,56.25,0.0,25.0,62.5,0.0,0.0,0.0,12.5,0.0,0.0,18.75,50.0,0.0,0.0,0.0,31.25,0.0,0.0,0.0,93.75,6.25,0.0,0.0,0.0,0.0,56.25,0.0,37.5,6.25,0.0,0.0,25.0,25.0,0.0,0.0,50.0,0.0,0.0,12.5,25.0,0.0,0.0,0.0,62.5
p042,81.25,12.5,0.0,0.0,0.0,6.25,0.0,12.5,81.25,0.0,0.0,0.0,0.0,6.25,12.5,6.25,37.5,12.5,6.25,0.0,25.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,87.5,6.25,0.0,37.5,0.0,18.75,0.0,0.0,43.75,0.0,0.0,0.0,18.75,18.75,0.0,0.0,62.5,68.75,0.0,0.0,0.0,0.0,31.25,0.0,0.0,93.75,0.0,0.0,0.0,6.25,0.0,0.0,6.25,81.25,0.0,6.25,0.0,6.25,0.0,0.0,0.0,87.5,6.25,6.25,0.0,0.0,0.0,12.5,0.0,68.75,18.75,0.0,6.25,6.25,31.25,0.0,0.0,56.25,0.0,0.0,12.5,6.25,6.25,0.0,0.0,75.0
p043,100.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.75,0.0,0.0,6.25,0.0,0.0,0.0,0.0,93.75,0.0,6.25,0.0,0.0,0.0,0.0,0.0,93.75,6.25,0.0,18.75,0.0,0.0,0.0,0.0,81.25,0.0,0.0,0.0,12.5,0.0,0.0,0.0,87.5,56.25,6.25,0.0,0.0,6.25,31.25,0.0,6.25,93.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,0.0,0.0,6.25,6.25,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.75,6.25,0.0,12.5,6.25,12.5,0.0,0.0,56.25,12.5,0.0,6.25,25.0,0.0,0.0,0.0,68.75
p044,93.75,6.25,0.0,0.0,0.0,0.0,0.0,25.0,68.75,0.0,0.0,0.0,0.0,6.25,0.0,6.25,87.5,0.0,0.0,0.0,6.25,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,87.5,6.25,0.0,6.25,18.75,6.25,0.0,0.0,68.75,0.0,0.0,0.0,6.25,0.0,0.0,0.0,93.75,75.0,18.75,0.0,0.0,0.0,6.25,0.0,18.75,81.25,0.0,0.0,0.0,0.0,0.0,0.0,6.25,75.0,0.0,6.25,6.25,6.25,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,37.5,0.0,6.25,6.25,12.5,0.0,0.0,75.0,0.0,0.0,0.0,12.5,6.25,0.0,0.0,81.25
p045,81.25,18.75,0.0,0.0,0.0,0.0,0.0,25.0,75.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,62.5,0.0,0.0,18.75,12.5,0.0,0.0,0.0,100.0,0.0,0.0,0.0,6.25,0.0,0.0,6.25,87.5,0.0,0.0,6.25,12.5,25.0,0.0,0.0,56.25,0.0,0.0,0.0,18.75,0.0,0.0,0.0,81.25,18.75,6.25,12.5,0.0,6.25,56.25,0.0,6.25,93.75,0.0,0.0,0.0,0.0,0.0,6.25,0.0,81.25,0.0,6.25,6.25,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,56.25,37.5,0.0,0.0,0.0,18.75,0.0,0.0,81.25,0.0,0.0,6.25,50.0,6.25,0.0,0.0,37.5
p046,81.25,18.75,0.0,0.0,0.0,0.0,0.0,18.75,81.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.75,0.0,6.25,0.0,25.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,87.5,0.0,6.25,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,87.5,87.5,0.0,6.25,0.0,0.0,6.25,0.0,12.5,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.25,0.0,12.5,0.0,6.25,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,75.0,18.75,0.0,0.0,0.0,12.5,0.0,6.25,68.75,12.5,0.0,6.25,37.5,0.0,0.0,0.0,56.25
p047,75.0,18.75,0.0,0.0,0.0,0.0,6.25,18.75,75.0,0.0,0.0,0.0,0.0,6.25,6.25,12.5,25.0,12.5,12.5,0.0,31.25,0.0,0.0,0.0,87.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,93.75,0.0,6.25,31.25,12.5,12.5,6.25,6.25,31.25,0.0,0.0,0.0,6.25,0.0,0.0,0.0,93.75,75.0,18.75,0.0,0.0,6.25,0.0,0.0,25.0,62.5,6.25,0.0,0.0,6.25,0.0,6.25,18.75,31.25,0.0,6.25,0.0,37.5,0.0,0.0,0.0,93.75,6.25,0.0,0.0,0.0,0.0,6.25,6.25,81.25,6.25,0.0,0.0,6.25,12.5,0.0,37.5,25.0,18.75,0.0,6.25,6.25,0.0,6.25,0.0,81.25
p048,100.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,81.25,0.0,0.0,0.0,0.0,0.0,12.5,0.0,56.25,0.0,6.25,6.25,18.75,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,75.0,18.75,0.0,18.75,6.25,50.0,0.0,12.5,6.25,6.25,0.0,0.0,12.5,0.0,0.0,0.0,87.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,75.0,0.0,0.0,0.0,0.0,0.0,12.5,6.25,43.75,0.0,6.25,6.25,25.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,6.25,18.75,0.0,50.0,25.0,0.0,0.0,0.0,31.25,0.0,6.25,56.25,6.25,0.0,6.25,25.0,0.0,0.0,12.5,56.25
p049,87.5,12.5,0.0,0.0,0.0,0.0,0.0,6.25,93.75,0.0,0.0,0.0,0.0,0.0,0.0,6.25,68.75,0.0,0.0,0.0,25.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,6.25,0.0,6.25,50.0,18.75,18.75,0.0,12.5,68.75,0.0,0.0,12.5,6.25,0.0,0.0,12.5,0.0,0.0,0.0,87.5,62.5,18.75,0.0,0.0,0.0,18.75,0.0,18.75,81.25,0.0,0.0,0.0,0.0,0.0,6.25,6.25,68.75,0.0,0.0,0.0,18.75,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,43.75,6.25,0.0,6.25,68.75,0.0,0.0,25.0,0.0,0.0,12.5,25.0,0.0,0.0,0.0,62.5
p050,93.75,0.0,0.0,6.25,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,12.5,0.0,0.0,0.0,81.25,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,0.0,12.5,12.5,6.25,12.5,0.0,6.25,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,18.75,75.0,0.0,0.0,0.0,6.25,0.0,12.5,81.25,0.0,0.0,0.0,6.25,0.0,0.0,6.25,6.25,0.0,0.0,0.0,87.5,0.0,0.0,0.0,93.75,0.0,0.0,6.25,0.0,0.0,0.0,0.0,93.75,6.25,0.0,18.75,12.5,25.0,0.0,0.0,6.25,37.5,0.0,6.25,0.0,0.0,0.0,0.0,93.75
p051,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.75,0.0,0.0,0.0,0.0,6.25,6.25,0.0,56.25,0.0,0.0,12.5,25.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,81.25,0.0,6.25,0.0,0.0,12.5,0.0,18.75,75.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,68.75,0.0,6.25,6.25,18.75,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,56.25,0.0,0.0,31.25,12.5,0.0,0.0,6.25,0.0,0.0,0.0,93.75
p052,75.0,18.75,0.0,6.25,0.0,0.0,0.0,12.5,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.75,6.25,0.0,0.0,50.0,0.0,0.0,0.0,93.75,0.0,6.25,0.0,0.0,0.0,18.75,0.0,75.0,0.0,6.25,6.25,0.0,25.0,0.0,0.0,62.5,6.25,0.0,0.0,6.25,0.0,0.0,0.0,93.75,18.75,31.25,31.25,0.0,6.25,12.5,0.0,6.25,93.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,43.75,43.75,6.25,0.0,0.0,56.25,0.0,0.0,37.5,6.25,0.0,0.0,12.5,0.0,0.0,0.0,87.5
p053,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,93.75,0.0,0.0,0.0,0.0,0.0,6.25,0.0,50.0,0.0,0.0,6.25,37.5,0.0,0.0,0.0,100.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,93.75,0.0,0.0,18.75,18.75,37.5,0.0,0.0,25.0,0.0,0.0,0.0,18.75,0.0,0.0,0.0,81.25,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,81.25,0.0,6.25,0.0,6.25,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,75.0,12.5,0.0,6.25,0.0,25.0,0.0,6.25,50.0,12.5,0.0,0.0,31.25,0.0,0.0,0.0,68.75
p054,81.25,18.75,0.0,0.0,0.0,0.0,0.0,25.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.75,0.0,0.0,0.0,6.25,0.0,0.0,0.0,100.0,0.0,0.0,0.0,6.25,6.25,6.25,0.0,50.0,18.75,12.5,31.25,6.25,31.25,0.0,0.0,31.25,0.0,0.0,0.0,25.0,0.0,6.25,0.0,68.75,75.0,0.0,12.5,0.0,12.5,0.0,0.0,18.75,81.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.25,0.0,0.0,0.0,18.75,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,6.25,6.25,0.0,75.0,12.5,0.0,0.0,6.25,37.5,0.0,12.5,12.5,31.25,0.0,0.0,50.0,0.0,0.0,0.0,50.0
p055,100.0,0.0,0.0,0.0,0.0,0.0,0.0,43.75,56.25,0.0,0.0,0.0,0.0,0.0,0.0,25.0,37.5,0.0,6.25,0.0,31.25,0.0,0.0,0.0,93.75,6.25,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,6.25,12.5,0.0,0.0,81.25,0.0,0.0,0.0,0.0,0.0,6.25,0.0,93.75,62.5,18.75,0.0,0.0,0.0,18.75,0.0,18.75,81.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,12.5,12.5,25.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,12.5,0.0,0.0,0.0,6.25,0.0,18.75,56.25,18.75,0.0,0.0,6.25,6.25,0.0,0.0,87.5
