,ang,ang,ang,ang,ang,fea,fea,fea,fea,fea,ntr,ntr,ntr,ntr,ntr,sad,sad,sad,sad,sad,sup,sup,sup,sup,sup,hap,hap,hap,hap,hap,dis,dis,dis,dis,dis
,nan,AU2,AU1,AU25+26+27,AU5,nan,AU2,AU1,AU25+26+27,AU5,nan,AU2,AU1,AU25+26+27,AU5,nan,AU2,AU1,AU25+26+27,AU5,nan,AU2,AU1,AU25+26+27,AU5,nan,AU2,AU1,AU25+26+27,AU5,nan,AU2,AU1,AU25+26+27,AU5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p078,0.0,0.0,0.0,0.0,0.0,-14.6666666667,166.666666667,33.3333333333,-61.9047619048,255.555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.92972972973,37.8378378378,44.3243243243,2.85714285714,-4.86486486486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.2093023256,20.3488372093,8.13953488372,-0.332225913621,58.1395348837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p080,0.0,0.0,0.0,0.0,0.0,-36.0,-100.0,33.3333333333,52.380952381,77.7777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.9384615385,-12.3076923077,-4.61538461538,30.1098901099,51.7948717949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-100.0,-100.0,-14.2857142857,300.0,0.0,0.0,0.0,0.0,0.0,-13.6923076923,-76.9230769231,-48.0769230769,35.1648351648,80.7692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p082,0.0,0.0,0.0,0.0,0.0,-33.4803149606,-100.0,-24.4094488189,7.98650168729,340.94488189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0253164557,3.79746835443,-18.9873417722,12.1157323689,-52.7426160338,0.0,0.0,0.0,0.0,0.0,-61.6,140.0,-100.0,105.714285714,-100.0
p083,0.0,0.0,0.0,0.0,0.0,-21.038961039,-11.6883116883,50.6493506494,5.38033395176,100.865800866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.2494279176,23.5697940503,-25.8581235698,24.7466492318,9.83981693364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.61089494163,-62.6459143969,-15.953307393,8.50472484714,72.2438391699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.16788321168,-32.8467153285,-44.5255474453,5.94369134515,51.8248175182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-100.0,-100.0,-100.0,700.0,-3.04136947218,42.0827389444,12.9814550642,-19.7880578765,64.3366619116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p087,0.0,0.0,0.0,0.0,0.0,-4.0,-100.0,-100.0,37.1428571429,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.87610619469,-44.2477876106,-30.9734513274,3.1605562579,52.2123893805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p088,0.0,0.0,0.0,0.0,0.0,34.8494983278,-19.7324414716,-35.7859531773,-72.4796942188,97.9933110368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.9074733096,4.62633451957,19.5729537367,18.3528215557,48.0427046263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.14754098361,37.7049180328,-54.0983606557,18.0327868852,-12.5683060109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p090,0.0,0.0,0.0,0.0,0.0,-3.38853503185,37.5796178344,75.7961783439,-27.9344858963,124.203821656,44.0,-100.0,-100.0,-14.2857142857,-100.0,0.0,0.0,0.0,0.0,0.0,-26.3300198807,69.3836978131,26.4413518887,18.6026696961,59.0457256461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p091,0.0,0.0,0.0,0.0,0.0,-25.4925373134,-100.0,-100.0,-28.3582089552,544.776119403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.8270676692,-72.9323308271,-86.4661654135,27.604726101,140.601503759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p092,0.0,0.0,0.0,0.0,0.0,-28.0,50.0,-100.0,28.5714285714,100.0,12.0,0.0,100.0,-14.2857142857,-100.0,0.0,0.0,0.0,0.0,0.0,-11.4391143911,-64.5756457565,-38.0073800738,-2.58302583026,224.723247232,15.2,-100.0,20.0,-31.4285714286,60.0,0.0,0.0,0.0,0.0,0.0
p093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.2236135957,-16.2790697674,-52.7728085868,50.2683363148,-2.68336314848,28.0,-100.0,-100.0,14.2857142857,-100.0,0.0,0.0,0.0,0.0,0.0
p094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.7052810903,22.6575809199,10.3918228279,8.63957167194,44.4633730835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.5900621118,4.34782608696,28.5714285714,14.9955634428,68.9440993789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p096,0.0,0.0,0.0,0.0,0.0,15.2,-100.0,20.0,2.85714285714,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.844606947,-53.9305301645,-89.0310786106,54.1916949595,-38.5740402194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
