,ang,ang,ang,ang,ang,fea,fea,fea,fea,fea,ntr,ntr,ntr,ntr,ntr,sad,sad,sad,sad,sad,sup,sup,sup,sup,sup,hap,hap,hap,hap,hap,dis,dis,dis,dis,dis
,nan,AU10+16+19+25+26,AU4,AU6,AU9,nan,AU10+16+19+25+26,AU4,AU6,AU9,nan,AU10+16+19+25+26,AU4,AU6,AU9,nan,AU10+16+19+25+26,AU4,AU6,AU9,nan,AU10+16+19+25+26,AU4,AU6,AU9,nan,AU10+16+19+25+26,AU4,AU6,AU9,nan,AU10+16+19+25+26,AU4,AU6,AU9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p038,102.105263158,-100.0,37.1428571429,-20.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.53058321479,0.135135135135,7.49034749035,23.2432432432,58.9189189189
p039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.8725428028,-8.73493975904,10.4991394148,30.7228915663,33.734939759
p040,-73.0012053033,-56.4885496183,297.818974918,168.702290076,614.503816794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.186111667,8.36501901141,23.845736013,1.90114068441,105.323193916
p041,-14.9431367363,22.1105527638,44.7236180905,2.51256281407,201.507537688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.7894736842,4.7619047619,63.2653061224,26.9841269841,52.380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.79726391792,8.84476534296,-3.45538937597,-2.52707581227,73.285198556
p042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.8596491228,-1.42108547152e-14,128.571428571,77.7777777778,166.666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.9255213505,32.0754716981,0.269541778976,5.03144654088,24.5283018868
p043,68.4210526316,-66.6666666667,-23.8095238095,-11.1111111111,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.61460101868,21.4516129032,-4.88479262673,-30.3225806452,-41.935483871
p044,-7.69230769231,-65.3846153846,163.736263736,107.692307692,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.1089436879,45.2797202797,-60.4395604396,-39.1608391608,-87.4125874126
p045,26.3157894737,-100.0,71.4285714286,100.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.7685022324,16.8380462725,39.2581711348,13.1105398458,85.0899742931
p046,-2.34409553295,-39.4957983193,72.8691476591,27.731092437,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41820768137,7.96586059744,-27.8195488722,-9.53058321479,57.0412517781
p047,12.2807017544,-56.0606060606,69.696969697,63.6363636364,215.151515152,-100.0,-100.0,585.714285714,300.0,2300.0,0.0,0.0,0.0,0.0,0.0,26.3157894737,-100.0,71.4285714286,100.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.9311740891,82.7692307692,-55.6923076923,-59.3846153846,-100.0
