,ang,ang,ang,ang,ang,fea,fea,fea,fea,fea,ntr,ntr,ntr,ntr,ntr,sad,sad,sad,sad,sad,sup,sup,sup,sup,sup,hap,hap,hap,hap,hap,dis,dis,dis,dis,dis
,nan,AU9,AU7,AU6,AU22+23+25,nan,AU9,AU7,AU6,AU22+23+25,nan,AU9,AU7,AU6,AU22+23+25,nan,AU9,AU7,AU6,AU22+23+25,nan,AU9,AU7,AU6,AU22+23+25,nan,AU9,AU7,AU6,AU22+23+25,nan,AU9,AU7,AU6,AU22+23+25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p039,-2.00949945195,35.8056265985,74.9360613811,24.8081841432,-30.179028133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p040,-7.7775213478,64.7819063005,186.914378029,45.3957996769,-40.8723747981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p041,-10.3896103896,92.8571428571,79.2207792208,35.0649350649,-16.2337662338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2857142857,-20.0,-100.0,-20.0,-20.0,0.0,0.0,0.0,0.0,0.0,2.85714285714,-40.0,-100.0,-20.0,20.0,-36.6795366795,18.9189189189,-100.0,76.5765765766,13.5135135135
p042,-15.3439153439,-3.7037037037,52.380952381,13.5802469136,33.3333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.8681318681,-53.8461538462,-100.0,-69.2307692308,-7.69230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.3707052441,-77.2151898734,-39.2405063291,6.32911392405,44.3037974684
p043,-11.9815668203,4.83870967742,-3.22580645161,5.91397849462,33.064516129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p044,-16.2574908177,12.8552097429,42.8958051421,14.2083897158,35.5886332882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.49350649351,63.6363636364,-100.0,45.4545454545,-45.4545454545
p045,0.560224089636,40.1960784314,198.039215686,15.0326797386,-24.5098039216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7413127413,-56.7567567568,-100.0,-27.9279279279,-2.7027027027
p046,-12.9710780018,29.754601227,87.7300613497,9.20245398773,31.5950920245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.4630872483,77.1812080537,-100.0,77.1812080537,-47.6510067114
p047,-11.8964659034,39.0243902439,117.421602787,31.0104529617,-4.87804878049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5714285714,-100.0,-100.0,-100.0,50.0,0.0,0.0,0.0,0.0,0.0,-29.2707292707,46.8531468531,-100.0,11.8881118881,84.6153846154
p048,-25.1040221914,11.5117891817,16.5048543689,28.7101248266,44.79889043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p049,-12.8728414443,-17.5824175824,28.5714285714,11.5384615385,27.7472527473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7619047619,55.5555555556,122.222222222,3.7037037037,-22.2222222222
p050,5.42010880516,-9.44992947814,-45.8392101551,-0.705218617772,-17.9125528914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2857142857,-100.0,-100.0,-100.0,100.0,0.0,0.0,0.0,0.0,0.0
p051,-4.36341900777,-11.2970711297,7.1129707113,2.64993026499,11.2970711297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p052,-13.2873781792,27.7870216306,107.65391015,26.455906822,6.82196339434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.2857142857,-100.0,-100.0,100.0,-100.0,23.3848953594,33.7579617834,-100.0,12.101910828,-100.0
p053,-0.751879699248,19.7822141561,8.89292196007,-1.99637023593,5.62613430127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p054,-11.6564417178,69.3251533742,37.4233128834,31.6973415133,-6.74846625767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.5477505919,25.9668508287,-7.18232044199,19.3370165746,35.9116022099
p055,-14.7007955725,21.3075060533,-30.2663438257,4.6004842615,44.5520581114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p056,5.58786346397,14.6902654867,120.884955752,-4.42477876106,-12.9203539823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.717325228,14.8936170213,-100.0,-10.6382978723,-42.5531914894
p057,-8.43091334895,26.2295081967,96.7213114754,15.8469945355,5.73770491803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2857142857,33.3333333333,-100.0,33.3333333333,-100.0
p058,-11.4250397316,34.239802225,-61.433868974,29.0482076638,-3.58467243511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14285714286,-100.0,-100.0,-50.0,50.0
p059,-8.46273291925,3.53260869565,23.9130434783,-8.15217391304,41.847826087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.2857142857,-100.0,-100.0,0.0,50.0,14.2857142857,0.0,-100.0,-33.3333333333,0.0
p060,-19.8478725933,62.7287853577,91.6805324459,42.4292845258,5.82362728785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5714285714,-25.0,-100.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.9394673123,-64.406779661,-100.0,-52.5423728814,-8.47457627119
