,ang,ang,ang,ang,ang,fea,fea,fea,fea,fea,ntr,ntr,ntr,ntr,ntr,sad,sad,sad,sad,sad,sup,sup,sup,sup,sup,hap,hap,hap,hap,hap,dis,dis,dis,dis,dis
,nan,AU2,AU1,AU20+25,AU5,nan,AU2,AU1,AU20+25,AU5,nan,AU2,AU1,AU20+25,AU5,nan,AU2,AU1,AU20+25,AU5,nan,AU2,AU1,AU20+25,AU5,nan,AU2,AU1,AU20+25,AU5,nan,AU2,AU1,AU20+25,AU5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p042,-8.44319775596,66.9565217391,25.2173913043,34.4927536232,-100.0,3.22580645161,-51.5151515152,45.4545454545,-3.0303030303,-51.5151515152,32.7188940092,-100.0,-100.0,-23.8095238095,-100.0,0.0,0.0,0.0,0.0,0.0,-25.6166982922,41.1764705882,5.88235294118,15.0326797386,245.098039216,-1.80959874115,69.1056910569,85.3658536585,-47.9674796748,-8.94308943089,20.4301075269,-100.0,-100.0,-40.7407407407,77.7777777778
p043,0.0,0.0,0.0,0.0,0.0,-15.1216375522,-46.8438538206,-32.2259136213,47.065337763,91.3621262458,0.0,0.0,0.0,0.0,0.0,-1.46627565982,45.4545454545,-100.0,45.4545454545,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p044,0.0,0.0,0.0,0.0,0.0,-18.8084724197,29.9303944316,50.3480278422,11.3689095128,107.88863109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.5806451613,-100.0,100.0,-11.1111111111,166.666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p045,0.0,0.0,0.0,0.0,0.0,-7.81695423856,-3.25581395349,-5.11627906977,31.4728682171,-10.6976744186,0.0,0.0,0.0,0.0,0.0,-11.5207373272,-77.1428571429,105.714285714,37.1428571429,-100.0,5.49450549451,-64.8351648352,-73.6263736264,5.49450549451,58.2417582418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p046,0.0,0.0,0.0,0.0,0.0,-17.9723502304,90.4761904762,50.0,19.0476190476,90.4761904762,23.8709677419,-100.0,-100.0,-28.8888888889,6.66666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p047,-61.2903225806,-100.0,-100.0,166.666666667,300.0,12.8485511208,-66.1016949153,-38.9830508475,-29.9435028249,42.3728813559,-7.09677419355,60.0,20.0,60.0,-100.0,0.0,0.0,0.0,0.0,0.0,7.36990817047,28.4671532847,-25.5474452555,-51.3381995134,92.700729927,-5.37634408602,-11.1111111111,-33.3333333333,48.1481481481,-11.1111111111,-4.71464019851,-100.0,-7.69230769231,-17.9487179487,146.153846154
p048,39.3548387097,-100.0,-100.0,-46.6666666667,-100.0,-3.04931856064,-51.367781155,16.717325228,-17.3252279635,94.5288753799,16.1290322581,-100.0,-100.0,-33.3333333333,100.0,-22.5806451613,-100.0,-100.0,166.666666667,-100.0,2.86487705843,-32.8671328671,-7.69230769231,-32.8671328671,112.587412587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p049,0.0,0.0,0.0,0.0,0.0,-6.39028578437,64.2585551331,-13.3079847909,9.50570342205,21.6730038023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.7676827464,-26.6055045872,26.6055045872,19.877675841,54.128440367,0.0,0.0,0.0,0.0,0.0,-3.22580645161,100.0,-100.0,33.3333333333,-100.0
p050,0.0,0.0,0.0,0.0,0.0,-38.064516129,220.0,140.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.01230462255,-5.15463917526,11.3402061856,25.0859106529,27.8350515464,0.0,0.0,0.0,0.0,0.0,-33.6405529954,128.571428571,-100.0,128.571428571,-100.0
p051,0.0,0.0,0.0,0.0,0.0,-22.5806451613,14.2857142857,71.4285714286,52.380952381,14.2857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.3686635945,14.2857142857,-82.8571428571,29.5238095238,151.428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p052,0.0,0.0,0.0,0.0,0.0,-17.7719895812,34.1614906832,15.5279503106,20.9109730849,83.850931677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.02472699887,-43.9688715953,-25.2918287938,43.1906614786,-25.2918287938,3.22580645161,-100.0,-100.0,77.7777777778,-100.0,0.0,0.0,0.0,0.0,0.0
p053,0.0,0.0,0.0,0.0,0.0,3.22580645161,-100.0,-20.0,6.66666666667,6.66666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.60522273425,-74.6031746032,-100.0,52.380952381,52.380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
