,f_ang,f_ang,f_ang,f_ang,f_dis,f_dis,f_dis,f_dis,f_fea,f_fea,f_fea,f_fea,f_hap,f_hap,f_hap,f_ntr,f_sad,f_sad,f_sup,f_sup,f_sup,f_sup,m_ang,m_ang,m_ang,m_dis,m_dis,m_dis,m_dis,m_fea,m_fea,m_fea,m_fea,m_hap,m_hap,m_hap,m_ntr,m_sad,m_sad,m_sup,m_sup,m_sup,m_sup
,AU9,AU7,AU6,AU22+23+25,AU10+16+19+25+26,AU9,AU6,AU4,AU2,AU1,AU20+25,AU5,AU12,AU25,AU6,AU25,AU15+25,AU1+4,AU2,AU1,AU25+26+27,AU5,AU25+29,AU7,AU4,AU10+16+19+25+26,AU4,AU6,AU9,AU1,AU2,AU20+25,AU5,AU12,AU25,AU6,AU25,AU1+4,AU15+25,AU1,AU2,AU5,AU25+26+27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p001,54.1820873428,10.6587712806,55.5637799162,33.4566987417,76.0055478502,-23.8557558946,11.0957004161,50.9015256588,8.19843950157,-16.3502969605,25.5269593571,135.274251776,-2.42656449543,-10.363072432,-32.0561941251,21.5989515072,17.3798551678,81.0533245557,-16.0704845815,-26.6431718062,13.6337319069,-65.40969163,,,,-9.56263899192,-71.9771259134,-31.8161601186,-42.5203854708,0.239186764941,-39.9920271079,-37.9111022523,-62.1885588998,-38.7214611872,78.1735159816,58.4474885845,46.6643381069,,,-100.183621006,-71.3918472274,44.8035255235,-32.3172970988
p002,105.856407743,27.640284244,102.425876011,68.8066650331,116.35610766,-58.7991718426,1.27987954073,71.635610766,5.51205762595,-4.58502975265,5.51205762611,167.065455684,-49.9591436509,-27.8196717485,-7.0207550253,27.6377217553,20.9871745045,80.2642829382,-56.0842105263,-73.7684210526,2.02105263163,-45.1368421053,-0.299525750952,40.0116482236,43.8306015476,28.2880886427,-87.8322121092,-43.9224376731,-103.711911357,58.9587559162,7.19405003382,-36.1392832995,2.09601081811,-19.6884735203,103.676012461,55.07788162,20.5646860514,76.0918796506,-22.7758007117,-79.8534798536,-62.7594627595,-51.6483516484,-37.1184371185
p003,49.8781082398,26.3286201852,50.9019990248,91.8576304241,92.4444444444,39.111111111,80.8080808081,47.1111111111,48.66359447,117.235023042,-35.1459293395,162.949308756,26.1951648719,35.5685375503,31.7358696108,83.0333205669,-2.42362177845,33.2377538829,13.7258883249,25.9086294416,24.4583031181,63.1336717427,46.176046176,105.050505051,85.4256854258,-15.9651911974,52.4427125045,12.0157309012,-14.0574010543,50.6482758621,-58.7917241379,-35.7517241379,-54.9517241379,76.4625850339,33.3786848072,-31.0204081633,75.2613240416,-30.4985337243,30.1075268817,5.47945205479,23.2876712329,36.301369863,80.0
p004,6.72052882845,66.1035622473,16.7462357693,27.5431509365,83.1932773109,-3.02521008402,32.268907563,30.5042016807,-10.6139438086,28.0957336106,68.9559486645,-23.5171696149,87.3328641801,114.446566804,21.6185784659,-61.6940581542,52.8491404289,6.86111647672,35.7341211226,49.9143279173,55.4851234437,7.37370753324,46.9126781147,194.117647059,91.6331750092,-22.9389846297,2.66152105927,2.57723955902,3.16721006054,-67.0192511107,-49.3505394542,32.3672519568,72.8580495028,-8.78612716767,27.0520231214,16.1849710982,47.8405315615,,,0.427502671953,-20.5201282507,15.3900961881,-4.56002850017
p005,-29.8403602128,-30.6999590667,-19.2386410151,52.6811297585,64.7281921618,-7.18078381797,-13.938627744,-26.2958280658,-26.03085554,-43.4221598879,11.0705937354,57.4474053296,55.2460752268,42.4289857742,31.5344597395,-2.78745644598,-13.6121942574,-82.1836228288,81.722113503,79.3737769081,38.1101481688,-29.4324853229,27.7453354222,82.9511465603,64.5492095143,26.0221368873,-38.723417987,-19.4714253445,-46.0808674046,88.289518607,46.7053601911,34.8241720724,135.814271082,-25.2104664392,10.739476678,-0.364050056905,47.5734791524,-5.11863503066,133.724340176,115.853658536,56.0975609756,-52.4390243902,38.0487804878
p006,34.4143661217,113.213615653,31.4124899491,43.4199946395,53.8461538463,56.5934065934,6.59340659339,-43.4065934066,128.545343883,110.432136336,54.0799350781,116.469872185,44.6741500445,-7.11574624195,10.3884357587,47.4725274726,19.994424127,34.8800367352,24.4566596195,108.177589852,29.1682271217,99.7209302325,8.78286798589,191.271347249,130.441854161,52.5863183759,-72.6681568787,-37.2171214276,-67.192551403,6.6169617894,26.6169617894,32.292637465,68.7791239515,29.7274031563,127.862266858,-34.6628407461,81.4142379361,61.3927852171,0.932763311337,-83.4467120181,37.1882086168,11.7913832199,46.0770975057
p007,14.0743871513,-15.2155536771,-6.93153000844,29.1631445478,22.9144289294,-52.7031865377,-22.0811769684,-55.7107053347,3.97022332506,-26.7990074442,-78.0810587263,3.97022332506,19.7805225217,27.7698700583,9.87373157626,77.5398987933,-13.5916939648,-11.9393703848,28.2071713148,18.6454183267,-2.86852589644,65.6573705178,13.9318885449,144.19504644,117.691287041,40.6094182826,-29.3153937475,-18.6888273314,-21.4958448753,103.94682177,50.4528458662,53.3444121314,75.0311591192,50.480620155,79.6279069767,43.4108527132,71.8367346939,-35.8061171013,8.43861155402,6.0372060371,-10.6704106705,53.2116532115,37.2902772902
p008,22.8110599078,47.0046082949,21.7357910906,17.1658986175,4.06228842241,-11.7806364253,-32.2028682219,-41.6384563304,,,,,54.7877455696,69.5856966224,20.684159912,18.7012987013,24.5775729647,215.053763441,-30.6410958904,-55.298630137,5.99295499022,25.2493150685,22.2910216718,82.1248166857,86.8735305757,4.95764477155,38.0899478248,2.0552701014,13.6647687822,-17.2713643178,-33.9670164917,3.5982008995,-6.83658170906,-29.5207667732,-7.15654952072,31.4376996805,74.8768472907,17.324610873,101.240694789,5.18053375206,-10.2040816326,112.323390895,21.2244897959
p009,-17.3063820123,-12.5369066546,-32.8866681808,70.4519645697,23.1292517007,-25.8503401361,-19.7897340755,-18.7074829932,122.665908768,78.6130453317,42.7833830704,-0.68210885319,66.8743047831,56.3673923407,-4.35150166855,115.329419439,-2.33425190462,7.31398930141,-7.84029038113,-27.4410163339,69.9403681617,-6.38838475501,44.1600493408,64.8677819751,67.2268907563,33.3503426155,2.899214796,-7.23137483598,-75.9294357778,-69.1187739463,-98.4521072797,19.7701149425,-11.3409961686,13.2934131735,9.10179640716,10.0598802395,2.74285714286,17.084909673,-53.9768529919,16.7388167388,45.0216450217,9.46608946612,7.84992784995
