,ang,ang,ang,ang,fea,fea,fea,fea,ntr,ntr,ntr,ntr,sad,sad,sad,sad,sup,sup,sup,sup,hap,hap,hap,hap,dis,dis,dis,dis
,nan,AU25+29,AU7,AU4,nan,AU25+29,AU7,AU4,nan,AU25+29,AU7,AU4,nan,AU25+29,AU7,AU4,nan,AU25+29,AU7,AU4,nan,AU25+29,AU7,AU4,nan,AU25+29,AU7,AU4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p085,-4.83075911929,-11.8914604948,83.2402234637,35.3551476457,12.9411764706,37.1428571429,-100.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p086,-2.11764705882,-90.8571428571,236.0,101.142857143,0.0,0.0,0.0,0.0,15.3964194373,-40.3726708075,-100.0,-34.4099378882,-1.17647058824,-31.4285714286,140.0,37.1428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.9315726291,72.5947521866,95.9183673469,67.9300291545
p087,0.0,0.0,0.0,0.0,-5.35655603023,-0.399042298484,34.0782122905,26.4166001596,0.0,0.0,0.0,0.0,-7.29613733906,-44.0833844267,90.5579399142,79.5217657879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.74840538625,-25.6454388985,59.0361445783,48.7091222031
p088,-11.9660031313,-3.53068984248,105.323193916,61.6512764802,0.0,0.0,0.0,0.0,29.4117647059,-100.0,-100.0,-42.8571428571,-4.05482581382,46.4632454924,28.1553398058,-26.7683772538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.07239819005,-91.2087912088,130.769230769,110.989010989
p089,-14.0361094933,12.0226308345,54.4554455446,56.152758133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.5013169447,33.0490405117,61.1940298507,22.8144989339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p090,-9.48766603416,-23.9631336406,125.0,70.0460829493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.64145658263,-12.925170068,90.4761904762,30.612244898,0.0,0.0,0.0,0.0,5.88235294118,-14.2857142857,-100.0,-14.2857142857,-17.1355498721,183.229813665,-100.0,-100.0
p091,-20.2585649644,44.6781789639,89.8901098901,53.7205651491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88235294118,71.4285714286,-100.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.89075630252,-41.2244897959,2.85714285714,7.75510204082
p092,-4.42477876106,-36.2831858407,59.2920353982,57.7749683944,0.0,0.0,0.0,0.0,41.1764705882,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.5110896818,51.756440281,50.8196721311,-0.702576112412
p093,-14.2993782879,9.63995354239,75.6097560976,59.8141695703,0.0,0.0,0.0,0.0,21.0084033613,-100.0,-100.0,-2.04081632653,9.80392156863,-100.0,33.3333333333,52.380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.2032085561,196.103896104,-72.7272727273,-68.8311688312
p094,-11.4186851211,41.1764705882,100.0,14.2857142857,-5.02673796791,30.9090909091,-100.0,-6.49350649351,21.0084033613,-100.0,-14.2857142857,-2.04081632653,-11.6377486246,33.1963001028,98.5611510791,23.3299075026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.59728506787,5.49450549451,-7.69230769231,-47.2527472527
p095,-19.0456602221,82.2177822178,93.006993007,10.2897102897,-2.26244343891,110.989010989,-100.0,-100.0,0.0,0.0,0.0,0.0,-16.2249515191,65.7770800628,71.4285714286,13.0298273155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p096,-22.7524972253,109.595687332,76.6037735849,0.916442048518,0.0,0.0,0.0,0.0,-29.4117647059,242.857142857,-100.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.88235294118,37.1428571429,60.0,-8.57142857143
